lat,lon
-30.5157166666667,-154.287655555556
-30.4850305555556,-154.241566666667
-30.47195,-154.294461111111
-30.4246666666667,-154.251255555556
-33.4268583333333,-155.458677777778
-33.4334388888889,-155.294047222222
-33.5068833333333,-155.407369444444
-33.252075,-157.163275
-33.5558166666667,-156.357319444444
-33.5706,-156.306533333333
-33.2478138888889,-156.094958333333
-32.7479611111111,-154.856802777778
-31.8907055555556,-154.483875
-32.0005722222222,-154.395736111111
-32.8135861111111,-156.256497222222
-32.6651388888889,-155.934916666667
-33.1082277777778,-155.4468
-32.3083166666667,-154.637713888889
-36.3104888888889,-155.947716666667
-34.9200972222222,-154.287436111111
-34.0645444444444,-154.684469444444
-33.5179861111111,-155.519480555556
-34.2536527777778,-156.338136111111
-34.2968416666667,-156.488225
-33.3445333333333,-157.002627777778
-33.1128333333333,-156.386194444444
-32.7034527777778,-156.451686111111
-32.9466277777778,-157.344508333333
-33.0797972222222,-157.389130555556
-32.8463694444444,-157.768633333333
-32.7093944444444,-157.86135
-31.4926361111111,-154.001427777778
-33.6433277777778,-154.450733333333
-33.9683611111111,-152.991219444444
-36.8367944444444,-154.850875
-37.0510722222222,-155.606736111111
-34.50805,-154.987105555556
