lat,lon
-32.63283889,-158.3138417
-32.75346111,-158.0422306
-33.13166111,-157.5129861
-30.67321667,-154.3653528
-32.71565556,-155.6270444
-32.91504722,-155.3634056
-34.48585,-156.3764028
-35.1674972222222,-156.133508333333
